"","name","religion","geometry"
"712","Neasden - St Catherine w St Paul","protestant",c(-0.248201204568023, 51.5584518367913)
"713","Saint John the Baptist Church, Hoxton","protestant",c(-0.0835183454113707, 51.5305353732977)
"714","St. Andrew's Fulham Fields","protestant",c(-0.208635582613649, 51.4870087334876)
"715","St Barnabas, Eltham","protestant",c(0.0475193694493268, 51.460431070606)
"716","St Saviour's, Pimlico","protestant",c(-0.135215128534235, 51.488435990453)
"717","Saint Anne's","protestant",c(-0.0810672737873501, 51.5344467030489)
"718","Saint Mark's Parish Church of South Teddington and Hampton Wick","protestant",c(-0.320907435067431, 51.4210495173382)
"719","Holy Saviour Parish Church","protestant",c(-0.105062825424763, 51.388338451317)
"720","Saint Mary-the-Virgin","protestant",c(-0.31020057829302, 51.5857440811542)
"721","St Luke's Parish Church","protestant",c(-0.121303445724064, 51.5525082462758)
"722","Emmanuel Parish church","protestant",c(-0.0290633475617401, 51.5691076184487)
"723","Parish Church of St Mary the Virgin","protestant",c(-0.0539093858264361, 51.5013964819786)
"724","St Swithun's","protestant",c(-0.124671301488884, 51.3336568364669)
"725","Saint Luke's Millwall","protestant",c(-0.0234317062440182, 51.4997475711024)
"726","St. Peter's Church Vere Street","protestant",c(-0.14715228757233, 51.5154279455343)
"727","St John's Eden Park","protestant",c(-0.0266561999643134, 51.3931041109665)
"728","St John The Baptist","protestant",c(-0.261262659503646, 51.3822971114401)
"729","Parish Church of St James","protestant",c(-0.361302350917541, 51.4302682000073)
"730","St Mildred's Church","protestant",c(-0.0699548722591496, 51.3792297142013)
"731","St. Dunstan's","protestant",c(-0.41462549679881, 51.491842871148)
"732","The Chapel of the House of St Barnabas-in-Soho","protestant",c(-0.130825302986099, 51.5147774127641)
"733","St Hilda's Church","protestant",c(-0.039637066538505, 51.4525068797019)
"734","The Good Shepherd Mission","protestant",c(-0.0595564773777228, 51.5243616491954)
"735","St. Saviour's","protestant",c(-0.043254780108438, 51.4451467104354)
"736","Saint Augustine's Church","protestant",c(-0.050732870031075, 51.4504216564922)
"737","The Cornerstone (St Catherine & St Paul)","protestant",c(-0.00204646361775065, 51.5751409823971)
"738","Moor Lane Church","protestant",c(0.27736121290397, 51.569026595643)
"739","St Lawrence","protestant",c(-0.204200666109533, 51.3922722280078)
"740","St. Margaret's","protestant",c(-0.23440020885682, 51.4590485873451)
"741","St John the Divine","protestant",c(-0.300356771341141, 51.4641824479531)
"742","St. Peter & St. Paul","protestant",c(-0.336026001118033, 51.4262847777909)
"743","St. Martin's","protestant",c(0.153928678059938, 51.461771593278)
"744","Saint Peter's Centre","protestant",c(-0.176391091842661, 51.466008995835)
"745","St. Saviour's Church","protestant",c(-0.0288749980560624, 51.5734968398249)
"746","St. Paul's, Winchmore Hill","protestant",c(-0.105838754409742, 51.6354504636568)
"747","St Stephen's Parish Church","protestant",c(-0.0784174448208834, 51.6418238732192)
"748","Holy Trinity Hoxton","protestant",c(-0.0917533264187939, 51.5310532793245)
"749","The Parish of St Stephen and St Mark","protestant",c(-0.0102844492073137, 51.4641651255773)
"750","St Mellitus Church","protestant",c(-0.334935194323766, 51.5093337179812)
"751","St Hugh's Church","protestant",c(-0.371178087611478, 51.5338655954163)
"752","St. Andrew's Earlsfield","protestant",c(-0.186412577900792, 51.4402415775547)
"753","Saint James'","protestant",c(-0.326429196405966, 51.5090530670443)
"754","Saint John","protestant",c(-0.381645416096601, 51.5013897690917)
"755","St. Anne's Church","protestant",c(-0.187463698153702, 51.4549803087231)
"756","St Thomas","protestant",c(-0.33025332965547, 51.5012150626726)
"757","William Temple","protestant",c(0.110647712603344, 51.4936709454256)
"758","Saint Michael and All Angels","protestant",c(0.118129591004664, 51.4897543181381)
"759","St Matthew, Fulham","protestant",c(-0.190411959028722, 51.4688983937495)
"760","Saint Saviour","protestant",c(-0.157723597379526, 51.4738515643121)
"761","St. Mary's Summertown","protestant",c(-0.182939931442089, 51.4323020133974)
"762","St Michael's Fulwell","protestant",c(-0.347739822369535, 51.4335518509605)
"763","St Vedast","protestant",c(-0.0961303191105413, 51.5148932227091)
"764","Christ Church Colliers Wood","protestant",c(-0.177500081761848, 51.4161804083926)
"765","St John The Divine","protestant",c(-0.191601540346298, 51.4135941249645)
"766","St. Mary's Church","protestant",c(-0.345247800278317, 51.4670033994054)
"767","St Francis Church","protestant",c(0.0823907624432132, 51.3895040956655)
"768","All Saints, Hillingdon","protestant",c(-0.448604991129881, 51.5480284396488)
"769","St Martins of Tours","protestant",c(-0.426248548327824, 51.5767425235855)
"770","All Saints Church Hanworth","protestant",c(-0.390495536282192, 51.4420455789903)
"771","St. Matthew's","protestant",c(-0.233954799423646, 51.4118381467948)
"772","Christ Church, West Wimbledon","protestant",c(-0.230355739187704, 51.4179725992397)
"773","Parish church of St Peter","protestant",c(-0.241897240896345, 51.4913705399589)
"774","St Oswald Church","protestant",c(-0.216069905763696, 51.3746648475912)
"775","Saint Dunstan's Church","protestant",c(-0.216300487698821, 51.3607225454298)
"776","St. Barnabas","protestant",c(-0.183221065463058, 51.364747125952)
"777","St. Patrick's Church, Wallington","protestant",c(-0.151803683830996, 51.3506939333307)
"778","St. Mark's Church","protestant",c(-0.130290145615417, 51.3451598463119)
"779","Dundonald Church","protestant",c(-0.222101281298365, 51.4106160749701)
"780","St. Andrew","protestant",c(-0.20431848097292, 51.4168538661412)
"781","St. Michael's and All Angels","protestant",c(-0.141023794807697, 51.3584459887391)
"782","St Francis of Assisi","protestant",c(-0.0171380528285692, 51.3767162786464)
"783","Saint Paulinus","protestant",c(0.174737628291583, 51.4549180913907)
"784","All Saints Church, Putney Common","protestant",c(-0.228752386716862, 51.4671578714057)
"785","St. Dionis","protestant",c(-0.20104202546603, 51.4735213217006)
"786","St Barnabas, Southfields","protestant",c(-0.198094414788564, 51.4425582778689)
"787","St Stephen's Church","protestant",c(-0.12124134312117, 51.4781553730608)
"788","St Mary with St George","protestant",c(-0.134382827252619, 51.5865132133234)
"789","St Gabriel's Church","protestant",c(0.0324400927985323, 51.5632449744183)
"790","St Peter with St Thomas","protestant",c(-0.0644721375891017, 51.5301905456269)
"791","Saint Antony with Saint Silas","protestant",c(-0.0467681545413481, 51.4577019677357)
"792","St. George","protestant",c(0.0497771782547835, 51.4020951972534)
"793","St Mark's, Marks Gate","protestant",c(0.134877633366855, 51.5856540477273)
"794","St Mary and St John the Divine","protestant",c(-0.154342278934997, 51.4425649524231)
"795","St Mary the Boltons","protestant",c(-0.184134060021934, 51.489133990804)
"796","Saint Stephen","protestant",c(-0.193924101152653, 51.518082942576)
"797","St Peter's London Docks","protestant",c(-0.0580450507860857, 51.5061643516534)
"798","All Saints (The Old Church)","protestant",c(-0.016994638368541, 51.6225089910102)
"799","St Paul's, Brixton","protestant",c(-0.120784221011329, 51.4631118070958)
"800","Christ Church Fulham","protestant",c(-0.194562194655391, 51.4717716340374)
"801","Westminster Abbey","protestant",c(-0.127404388291984, 51.4993541237186)
"802","St. John-at-Hackney","protestant",c(-0.0532417706789224, 51.5490911684628)
"803","Chapel of Saint Peter ad Vincula","protestant",c(-0.0768984724083437, 51.5085498961192)
"804","St Paul's Cathedral","protestant",c(-0.0984788646778361, 51.5137735039744)
"805","St Michael and All Angels, London Fields","protestant",c(-0.0639233330946639, 51.5407889615434)
"806","Holy Redeemer Church","protestant",c(-0.140534128978511, 51.4139379938897)
"807","The Church of the Holy Innocents and St John","protestant",c(-0.235212054398341, 51.4972520412628)
"808","St Lawrence, Little Stanmore","protestant",c(-0.289260728374823, 51.6083299609562)
"809","The Barn Church (St Philip & All Saints)","protestant",c(-0.282076866616649, 51.4721207443445)
"810","St Mary Woolnoth","protestant",c(-0.0880075930729765, 51.5127709445307)
"811","St Margaret, Barking","protestant",c(0.0758860216523821, 51.5355131555218)
"812","St Andrews Christian Centre","protestant",c(-0.0353421735588503, 51.593979948585)
"813","Jesus Church, Forty Hill","protestant",c(-0.0632708779467848, 51.670786693372)
"814","Immanuel and St Andrew","protestant",c(-0.128802587583773, 51.420597145458)
"815","Christ Church Spitalfields","protestant",c(-0.07371495171897, 51.519113807398)
"816","St Paul's Bow Common","protestant",c(-0.0293553023953964, 51.5175608332875)
"817","Saint Augustine of Canterbury","protestant",c(-0.139299922323306, 51.5721838403291)
"818","St. Paul's Church, Stratford","protestant",c(0.00088262154516223, 51.5474958350781)
"819","St Alban's Fulham","protestant",c(-0.214612203652766, 51.4866749966419)
"820","Parish Church of St. Leonard","protestant",c(-0.372031945035275, 51.4851165684965)
"821","St. Stephen's Parish Church","protestant",c(-0.365647263279768, 51.4620487781653)
"822","Christ Church New Malden","protestant",c(-0.257453294283862, 51.406859724416)
"823","St Mary Abchurch","protestant",c(-0.0882976132403268, 51.5116988683282)
"824","Bishop Andrewes Church","protestant",c(-0.176036696802539, 51.3794603530627)
"825","Chapel of Saint Peter and Saint Paul","protestant",c(-0.00483984129521909, 51.4833203488469)
"826","St Mary With St Alban C of E Church","protestant",c(-0.325250316744792, 51.4285509806426)
"827","Saint Mary's Parish Church","protestant",c(-0.361281923883248, 51.4129726492079)
"828","St. James' Church Kidbrooke","protestant",c(0.0237540545887707, 51.4699023610912)
"829","St Margaret with Saint Columba","protestant",c(0.0127979010668618, 51.5578861480279)
"830","Bishop Ridley Church","protestant",c(0.0926231776988832, 51.4567854723534)
"831","St. Hugh Bermondsey","protestant",c(-0.0887795639272283, 51.5011007491774)
"832","St Mary at Finchley","protestant",c(-0.197684066920239, 51.5996873115282)
"833","The Risen Christ and All Souls","protestant",c(-0.0413009026165978, 51.5557899653933)
"834","St. John the Baptist","protestant",c(0.170113585217588, 51.4873720737455)
"835","The Chapel Royal","protestant",c(-0.336891855832252, 51.4035317128505)
"836","Parish Church of Saint Mary the Virgin","protestant",c(-0.0160015637811481, 51.4556830407504)
"837","St. George's Church","protestant",c(-0.191917733108211, 51.3961875983126)
"838","St Johns With Holy Trinity","protestant",c(-0.0237816589666208, 51.4685152245953)
"839","Saint Alban Church of England","protestant",c(0.19485484766783, 51.5757656920504)
"840","St Mary's Bourne Street","protestant",c(-0.154038617572045, 51.4919685750862)
"841","Holy Angels","protestant",c(-0.410768934891406, 51.4829254182615)
"842","St Cuthbert's Parish Church","protestant",c(-0.202387783205601, 51.5498984757827)
"843","St Stephen's","protestant",c(-0.313009120428323, 51.4533454363212)
"844","Holy Trinity Centre","protestant",c(-0.016867961551393, 51.4707590606327)
"845","Saint John the Apostle","protestant",c(-0.175367645376045, 51.6275028337217)
"846","The Good Shepherd","protestant",c(0.166024117944565, 51.5904561944036)
"847","St .Nicholas Church","protestant",c(0.197774464619035, 51.552492911141)
"848","All Saints', Cranham","protestant",c(0.266155669593126, 51.5522778661056)
"849","The Parish Church of the Good Shepherd","protestant",c(-0.403375885060253, 51.4722247003126)
"850","St Anne's Church","protestant",c(-0.132097185167194, 51.5124340096898)
"851","St. Margaret's Church, Lee","protestant",c(0.000850137982858113, 51.4628186979991)
"852","St George, Battersea Fields Parish","protestant",c(-0.137846264292173, 51.4752940852173)
"853","St Peter and St Paul","protestant",c(-0.174863413010886, 51.4030052272311)
"854","St. Gabriel's","protestant",c(-0.266766069407959, 51.5197514215415)
"855","St Martins","protestant",c(-0.22126728195125, 51.3923104687537)
"856","All Souls' Church, Pratts Bottom","protestant",c(0.111180871424045, 51.3419864891872)
"857","St Barnabas, Dulwich","protestant",c(-0.0825116421190308, 51.4527745019483)
"858","St George & St Ethelbert","protestant",c(0.0486198470200502, 51.5259498323761)
"859","St Edward","protestant",c(-0.0126222528599125, 51.3393996078589)
"860","St Luke","protestant",c(0.0313749436000558, 51.3928654232593)
"861","Saint Mary the Virgin","protestant",c(-0.325091978746073, 51.4469686811857)
"862","St George The Martyr Church","protestant",c(-0.044416257944572, 51.3845264961795)
"863","St Katharine with St Bartholomew","protestant",c(-0.0502963162109006, 51.4899193692052)
"864","Saint Georges Church","protestant",c(0.214521927526691, 51.5539846601547)
"865","Saint Dunstans Church","protestant",c(-0.258180074613002, 51.512991110971)
"866","Parish Church of Saint Edmund, Chingford","protestant",c(-0.01612374067934, 51.6152449828017)
"867","Christ Church, Leyton","protestant",c(-0.00296634752202312, 51.5615650040723)
"868","St Anselm's","protestant",c(-0.419660507531711, 51.5052817769989)
"869","St. James' Riddlesdown","protestant",c(-0.107349140042728, 51.3304776111676)
"870","Holy Trinity Barnes","protestant",c(-0.233521197256696, 51.4846365248771)
"871","St. Thomas's, Oakwood","protestant",c(-0.126538812903376, 51.6451039200117)
"872","Church of St. Mary the Virgin","protestant",c(0.0595353145833411, 51.5484260522434)
"873","St. John the Baptist's, Isleworth","protestant",c(-0.336457858224638, 51.4720750457248)
"874","St. Luke's Parish Church and Community Centre","protestant",c(-0.289057818136211, 51.4739151907045)
"875","Parish Church of St. Thomas","protestant",c(-0.103836028207443, 51.5599353063137)
"876","Emmanuel Parish Church","protestant",c(-0.203387947708179, 51.5247569654276)
"877","St James the Great","protestant",c(0.119919452535563, 51.4437944575727)
"878","All saints","protestant",c(0.0421897298630066, 51.5491133671051)
"879","St Mary of Nazareth","protestant",c(-0.00894891308301644, 51.3824648615524)
"880","St Barnabas Parish Church","protestant",c(0.0554168885322262, 51.5437161409097)
"881","St George","protestant",c(0.0640251537424743, 51.5789051233409)
"882","Saint Lawrence Church","protestant",c(0.0819876631271326, 51.5792651455425)
"883","St Alban's Christian Centre","protestant",c(0.0446566124943026, 51.533373045534)
"884","St Matthias","protestant",c(0.0116813380477097, 51.5229707902287)
"885","St Philip & St James","protestant",c(0.0212179449931551, 51.5238562136917)
"886","St Francis Community Church","protestant",c(-0.223331568951534, 51.5243830237349)
"887","St. Edmund the King","protestant",c(-0.402302162093923, 51.6010231632496)
"888","St Paul's Church Centre","protestant",c(0.0629517758482381, 51.5396793373129)
"889","Unity Church","protestant",c(0.11805119923772, 51.3746705217128)
"890","St Mary, Shortlands","protestant",c(0.000604433562818842, 51.4012515507916)
"891","Christ Church, Bromley","protestant",c(0.00758128971538481, 51.4097062240442)
"892","Saint Paul, New Southgate","protestant",c(-0.141469713645822, 51.615402134901)
"893","St Michael And All Angels","protestant",c(-0.252851226485828, 51.4706257653904)
"894","St. Margaret the Queen","protestant",c(-0.119641920358672, 51.4384647487747)
"895","Parish Church of St Alban","protestant",c(-0.142743847709024, 51.4248155606022)
"896","St Dunstan","protestant",c(-0.0233508088099031, 51.4310300909176)
"897","St Matthew's Parish Church","protestant",c(-0.0855284471621134, 51.3704735091428)
"898","St Philip the Apostle","protestant",c(-0.0832881872301372, 51.5887803953723)
"899","St. Cuthbert's Church","protestant",c(-0.103266777015253, 51.6069137486146)
"900","St Andrew the Apostle","protestant",c(-0.00157348749288621, 51.4419528456337)
"901","Berridge Road Community Church","protestant",c(-0.0889136517420508, 51.4249287309773)
"902","The Ascension","protestant",c(-0.135689046718916, 51.3999775447317)
"903","St Oswald","protestant",c(-0.109943519429468, 51.4122763469552)
"904","St Antony","protestant",c(-0.0707227305440183, 51.3210405003421)
"905","St Francis","protestant",c(-0.0558743016582826, 51.3522588531392)
"906","Church of the Cross","protestant",c(0.127316062622364, 51.4940169454156)
"907","St Michael","protestant",c(-0.271801631664613, 51.4873245498536)
"908","St Michael the Archangel","protestant",c(-0.278844288875171, 51.5493370839907)
"909","St Edmund","protestant",c(-0.399199338785296, 51.5232930736139)
"910","St Jerome","protestant",c(-0.440307080001326, 51.5178224424184)
"911","St Peter's, Acton Green","protestant",c(-0.261542793600664, 51.5023974890335)
"912","St Matthews Church Hall","protestant",c(0.232033195066196, 51.5530737452854)
"913","St Saviour's","protestant",c(0.036465686720569, 51.447926133442)
"914","Parish Church of St Luke","protestant",c(-0.297301887530161, 51.4166962453583)
"915","Saint George's Church","protestant",c(-0.0342935106487849, 51.4390966916366)
"916","St Erkenwald, Barking","protestant",c(0.0944708470552323, 51.5434243986642)
"917","Saint Thomas's Church","protestant",c(0.224684913236996, 51.6236758338283)
"918","Saint John the Baptist, Greenhill","protestant",c(-0.331902953472497, 51.5824050495951)
"919","St Silas The Martyr","protestant",c(-0.152333433124293, 51.5465867864765)
"920","Christ Church, Southgate","protestant",c(-0.127973133198449, 51.6246298036507)
"921","St Anselm","protestant",c(-0.37092118753013, 51.6098154955589)
"922","St George, Headstone","protestant",c(-0.349605087552274, 51.5880276453185)
"923","St John the Evangelist, Great Stanmore","protestant",c(-0.31558118540202, 51.6162092699813)
"924","Parish Church of St Peter and St Paul Harlington","protestant",c(-0.434227087457558, 51.4924175955191)
"925","St Margaret's Church","protestant",c(-0.479673317571938, 51.5459145110607)
"926","St Paul's, Kingston Hill","protestant",c(-0.285698550400829, 51.41778168421)
"927","Christ Church with St Philip","protestant",c(-0.235856368837638, 51.3763329467508)
"928","Parish Church of the Ascension","protestant",c(0.0904363906641769, 51.4764080002688)
"929","St Jude & St Aidan","protestant",c(-0.117694471408672, 51.392219156756)
"930","St Augustine of Canterbury Church","protestant",c(0.171548739796083, 51.5654339330105)
"931","Saint Michael's Beckenham Church","protestant",c(-0.0518982720533374, 51.40771455191)
"932","St Laurence","protestant",c(-0.473489717548003, 51.527375014371)
"933","St Nicholas, Kidbrooke","protestant",c(0.0375203033530656, 51.4698513595883)
"934","Church of the Good Shepherd","protestant",c(0.0080107011911103, 51.4527276578825)
"935","St Michael's and All Angels","protestant",c(-0.0418716224277368, 51.4292255892857)
"936","All Saints, Shooters Hill","protestant",c(0.0674935685113386, 51.478426452012)
"937","Christ Church, Barking Thames View","protestant",c(0.0995795125229286, 51.5284509955558)
"938","Saint Peter","protestant",c(0.233876526574795, 51.5903941952366)
"939","St. Margaret of Antioch","protestant",c(0.0818581126475769, 51.5685350955962)
"940","Parish Church of St Mary, Plaistow","protestant",c(0.015020348744603, 51.4131063097578)
"941","St Augustine’s Church","protestant",c(0.14533614050177, 51.4910180504922)
"942","St. Francis of Assisi","protestant",c(-0.331278587541799, 51.4825207452704)
"943","St. Andrew’s Church, Roxbourne","protestant",c(-0.373377885366247, 51.5654743200659)
"944","Saint Paul's Church Ruislip Manor","protestant",c(-0.4105786927426, 51.5662212250996)
"945","Fulham Palace Chapel","protestant",c(-0.215806005621922, 51.4702574295516)
"946","Southfields Baptist Church","protestant",c(-0.2056842, 51.4456769)
"947","Crofton Park Baptist Church","protestant",c(-0.0309879, 51.4547862)
"948","Romford Baptist Church","protestant",c(0.1858882, 51.5807925)
"949","The South Harrow Baptist Church","protestant",c(-0.3556345, 51.5639452)
"950","Cheam Baptist Church","protestant",c(-0.2168432, 51.3597163)
"951","Cranford Baptist Church","protestant",c(-0.4083349, 51.4796916)
"952","Hampton Baptist Church","protestant",c(-0.3713906, 51.4143913)
"953","South Street Baptist Church","protestant",c(-0.0141327, 51.4747149)
"954","Gunnersbury Baptist Church","protestant",c(-0.2727527, 51.4903425)
"955","Harlington Baptist Church","protestant",c(-0.4352895, 51.4869221)
"956","Church Court","protestant",c(-0.4567639, 51.4898365)
"957","North Road Baptist Church","protestant",c(-0.2965164, 51.4870672)
"958","Ealing Road Baptist Church","protestant",c(-0.3010694, 51.4888859)
"959","Stamford Hill United Church","protestant",c(-0.0716353, 51.5703735)
"960","Aldersbrook Baptist Church","protestant",c(0.0351308, 51.5622374)
"961","Bromley Baptist Church","protestant",c(0.0188053, 51.4067736)
"962","Amyand Park Chapel","protestant",c(-0.3211921, 51.4542201)
"963","Hitherfield Road Baptist Church","protestant",c(-0.1162769, 51.4360853)
"964","Chatsworth Baptist Church","protestant",c(-0.1009034, 51.4360477)
"965","Raleigh Park Baptist Church","protestant",c(-0.1189514, 51.4538237)
"966","Harefield Baptist Church","protestant",c(-0.4801186, 51.6074454)
"967","Trinity Baptist Church","protestant",c(0.138703, 51.4576687)
"968","The Vine Christian Community Church","protestant",c(0.1213423, 51.4719325)
"969","Acton Baptist Church","protestant",c(-0.2712831, 51.5066932)
"970","Avenue Baptist Church","protestant",c(-0.0505941, 51.4081107)
"971","Ravenscourt Baptist Church","protestant",c(-0.2369048, 51.4940568)
"972","Little Ilford Baptist Church","protestant",c(0.0601381, 51.5545738)
"973","Chingford Mount Baptist Church","protestant",c(-0.0169362, 51.6232631)
"974","Hatch End Free Church","protestant",c(-0.3601605, 51.6090393)
"975","Queen Street Baptist Church","protestant",c(0.1794842, 51.4792457)
"976","Honor Oak Baptist Church","protestant",c(-0.0594061, 51.4523859)
"977","Days Lane Baptist Church","protestant",c(0.0989483, 51.4489974)
"978","Grace Baptist Church","protestant",c(0.1493141, 51.4544131)
"979","New Cross Baptist Church","protestant",c(-0.0283331, 51.4749577)
"980","Orpington Baptist Church","protestant",c(0.0928723, 51.3717527)
"981","Rayners Lane Baptist Church","protestant",c(-0.3675862, 51.578187)
"982","Enfield Baptist Church","protestant",c(-0.0845498, 51.6510099)
"983","Fulham Baptist Church","protestant",c(-0.2046578, 51.4807234)
"984","Cranbrook Baptist Church","protestant",c(0.0701627, 51.5616538)
"985","Baptist Church at High Road","protestant",c(0.0819143, 51.5603868)
"986","Harmondsworth Baptist Church","protestant",c(-0.4763816, 51.4888004)
"987","New Malden Baptist Church","protestant",c(-0.2647385, 51.4003059)
"988","Chalk Farm Baptist Church","protestant",c(-0.1567322, 51.5396835)
"989","Beckenham Baptist Church","protestant",c(-0.0370286, 51.408043)
"990","Palmers Green Baptist Church","protestant",c(-0.1101072, 51.6138246)
"991","East Plumstead Baptist Church","protestant",c(0.084138, 51.4854586)
"992","Oasis Church","protestant",c(-0.1769613, 51.4155151)
"993","Oakwood Baptist Church","protestant",c(-0.1255555, 51.6435475)
"994","Titmuss Avenue Baptist Church","protestant",c(0.11475, 51.506311)
"995","Tooting Junction Baptist Church","protestant",c(-0.1637818, 51.4201621)
"996","Greenwich Baptist Church at Devonshire Drive","protestant",c(-0.0179611, 51.4757537)
"997","Sidcup Baptist Church","protestant",c(0.0941778, 51.4277582)
"998","Carshalton Beeches Baptist Free Church","protestant",c(-0.1743409, 51.3565027)
"999","Ashurst Drive Baptist Church","protestant",c(0.0755127, 51.5762173)
"1000","Pawson's Road Baptist Church","protestant",c(-0.0940842, 51.3941475)
"1001","Bow Baptist Church","protestant",c(-0.0158716, 51.5294813)
"1002","Welsh Church of Central London","protestant",c(-0.1385894, 51.5166197)
"1003","Kenton Baptist Church","protestant",c(-0.3055232, 51.5936394)
"1004","Croham Road Baptist Church","protestant",c(-0.0916675, 51.362016)
"1005","Courland Grove Baptist Chapel","protestant",c(-0.1319561, 51.4727923)
"1006","Westbourne Park Baptist Church","protestant",c(-0.1891841, 51.5186054)
"1007","Shoreditch Tabernacle","protestant",c(-0.07578, 51.5274332)
"1008","Morden Park Baptist Church","protestant",c(-0.22205801162561, 51.390626957807)
"1009","Metropolitan Tabernacle","protestant",c(-0.101409644112554, 51.4940563721756)
"1010","Norbury Baptist Church","protestant",c(-0.125472656619657, 51.4082067773559)
"1011","Lordship Lane Baptist Church","protestant",c(-0.0765132159566355, 51.452231670611)
"1012","The Community Church","protestant",c(-0.215152443607328, 51.4625430556704)
"1013","West Hill Baptist Church","protestant",c(-0.203705301750167, 51.45594197907)
"1014","Victoria Park Baptist Church","protestant",c(-0.0403361989163525, 51.5317527037478)
"1015","Denmark Place Baptist Church","protestant",c(-0.0939601047157762, 51.4703207198925)
"1016","Kingston Baptist Church","protestant",c(-0.304972715569362, 51.4101829286456)
"1017","Cross Street Baptist Church","protestant",c(-0.0996738104401436, 51.5390139601817)
"1018","Merton Park Baptist Church","protestant",c(-0.216730651357274, 51.4079762430417)
"1019","Lighthouse Baptist Church","protestant",c(-0.0190808540273842, 51.5208805192895)
"1020","Surbiton Baptist Church","protestant",c(-0.310911613453635, 51.3916178576634)
"1021","Upper Holloway Baptist Church","protestant",c(-0.123599563476347, 51.5615302797118)
"1022","Hornsey Rise Baptist Church","protestant",c(-0.126150233768569, 51.5696422118514)
"1023","Surrey Square Mission","protestant",c(-0.0810546592008152, 51.489648613585)
"1024","Downe Baptist Church","protestant",c(0.0535247568970581, 51.335310637162)
"1025","Kensal Rise Baptist Tabernacle","protestant",c(-0.216259089687294, 51.5299666714035)
"1026","Pinner Free Church (Baptist)","protestant",c(-0.379705165454302, 51.5960661580649)
"1027","West Kilburn Baptist Church","protestant",c(-0.201809414962892, 51.5327586398286)
"1028","The Well Community Church","protestant",c(-0.0857938595323842, 51.4789238313332)
"1029","North Peckham Baptist Church","protestant",c(-0.0754585334967735, 51.4781799191191)
"1030","Brandon Baptist Church","protestant",c(-0.099339287470515, 51.4778790954102)
"1031","Amott Road Baptist Church","protestant",c(-0.0717159701589675, 51.46352294992)
"1032","Peckham Rye Tabernacle Baptist Church","protestant",c(-0.0665679375209617, 51.4665380954408)
"1033","Peckham Park Road Baptist Church","protestant",c(-0.0673824374522107, 51.4794750954437)
"1034","South London Tabernacle","protestant",c(-0.0784337078602315, 51.4718949414883)
"1035","Wanstead Baptist Church","protestant",c(0.0258586682725779, 51.5812306440669)
"1036","Cricklewood Baptist Church","protestant",c(-0.224733371292194, 51.554916217176)
"1037","Mill Hill East Church","protestant",c(-0.222133937307182, 51.6088652345453)
"1038","Edmonton Baptist Chapel","protestant",c(-0.0642778628533735, 51.610054440992)
"1039","Eldon Road Baptist Church","protestant",c(-0.097417243418009, 51.5991628560981)
"1040","Braemar Avenue Baptist Church","protestant",c(-0.117487492096235, 51.6007743751539)
"1041","Rye Lane Chapel","protestant",c(-0.0691350830375585, 51.4716768762725)
"1042","Highams Park Baptist Church","protestant",c(-0.00658830492189457, 51.6053719773614)
"1043","East Street Baptist Church","protestant",c(-0.0914852194045286, 51.488734253967)
"1044","Harringay United Church","protestant",c(-0.100338974595043, 51.5835021475402)
"1045","Woodbury Down Baptist Church","protestant",c(-0.0847693129157718, 51.5754695648752)
"1046","Campsbourne Baptist Church","protestant",c(-0.119941404038907, 51.5876877695883)
"1047","Emmanuel Miracle Temple","protestant",c(-0.0528720875497177, 51.4695828954775)
"1048","Open Doors Baptist Church","protestant",c(-0.0582225361176568, 51.5554746338209)
"1049","Haddon Hall Baptist Church","protestant",c(-0.0837300024732322, 51.4950843200095)
"1050","Ebenezer Baptist Church","protestant",c(-0.138671787409341, 51.4665408453738)
"1051","All Nations Church","protestant",c(-0.140972557334781, 51.4503510430903)
"1052","Camrose Baptist Church","protestant",c(-0.283804077083317, 51.6029416263368)
"1053","Olivet Deptford Baptist Church","protestant",c(-0.0340230824663053, 51.4797503250219)
"1054","Monnow Road Baptist Church","protestant",c(-0.0670642875242441, 51.4919297454685)
"1055","Herne Hill Baptist Church","protestant",c(-0.0981784643034142, 51.4524487557469)
"1056","Stanmore Baptist Church","protestant",c(-0.308775074545542, 51.6091786158515)
"1057","Battersea Chapel","protestant",c(-0.175370855949498, 51.4681615113876)
"1058","Central Baptist Church","protestant",c(-0.0157967406191306, 51.5810147073239)
"1059","Hainault Road Baptist Church","protestant",c(-0.00774256791446963, 51.5677578190051)
"1060","Bloomsbury Central Baptist Church","protestant",c(-0.126867938388241, 51.5164393755445)
"1061","Wallington Baptist Church","protestant",c(-0.15308299300657, 51.3640302499071)
"1062","Strawberry Lane Baptist Church","protestant",c(-0.160281804702985, 51.3720745076308)
"1063","ELT Baptist Church","protestant",c(-0.0340045999126946, 51.523746840949)
"1064","Edmonton Baptist Church","protestant",c(-0.0564448210976771, 51.6266200972005)
"1065","King's Cross Baptist Church","protestant",c(-0.115070559330243, 51.5297255628791)
"1066","Brondesbury Christian Church","protestant",c(-0.201707026692008, 51.5461778264869)
"1067","Heath Street Baptist Church","protestant",c(-0.178243207236463, 51.557977472111)
"1068","Totteridge Road Baptist Church","protestant",c(-0.0362885798480599, 51.6726836533742)
"1069","Blackhorse Road Baptist Church","protestant",c(-0.0373378506525826, 51.5833830997105)
