"","name","type","geometry"
"353","Theatre: Apollo Theatre","theatre",c(-0.133413216821636, 51.5115816795569)
"354","Theatre: Cambridge Theatre","theatre",c(-0.126547603135015, 51.5136285277055)
"355","Theatre: Criterion","theatre",c(-0.134002573754205, 51.5096134625814)
"356","Theatre: Duke of York's","theatre",c(-0.127299486602964, 51.5102054965527)
"357","Theatre: Garrick","theatre",c(-0.127813673545023, 51.5100225417721)
"358","Theatre: Gielgud Theatre","theatre",c(-0.133091923626046, 51.511889957692)
"359","Theatre: Jermyn Street Theatre","theatre",c(-0.134879294056846, 51.5091919237576)
"360","Theatre: Lyric Theatre","theatre",c(-0.133736753557349, 51.511325021875)
"361","Theatre: Palace Theatre","theatre",c(-0.129770539713069, 51.5131157342507)
"362","Theatre: Piccadilly Theatre","theatre",c(-0.135417355744879, 51.5109698210548)
"363","Theatre: Prince Edward","theatre",c(-0.130872882039748, 51.5136263128328)
"364","Theatre: Prince of Wales Theatre","theatre",c(-0.131753850779915, 51.5100770237311)
"365","Theatre: Sondheim Theatre","theatre",c(-0.132834392648444, 51.5120207333591)
"366","Theatre: Soho Theatre","theatre",c(-0.132768448397605, 51.5144119219204)
"367","Theatre: The Cochrane Theatre","theatre",c(-0.120397495794724, 51.5191238148783)
"368","Theatre: Victoria Embankment Open Air Theatre","theatre",c(-0.122554870437098, 51.5078754847001)
"369","Theatre: Wigmore Hall","theatre",c(-0.148315510973369, 51.5168284304741)
"370","Theatre: Theatre Royal Haymarket","theatre",c(-0.131262875352433, 51.5086266570158)
"371","Theatre: The O2 Arena","theatre",c(0.00302745644112199, 51.5029213948506)
"372","Theatre: Old Red Lion Theatre","theatre",c(-0.105924160989011, 51.5314188517712)
"373","Theatre: London Hippodrome","theatre",c(-0.128939339132913, 51.5114926599499)
"374","Theatre: Arts Theatre","theatre",c(-0.127536440743944, 51.5121000508428)
"375","Theatre: Dominion Theatre","theatre",c(-0.129677578796133, 51.5169307921709)
"376","Theatre: South London Theatre","theatre",c(-0.102952671579181, 51.4319849747428)
"377","Theatre: Queen's Theatre","theatre",c(0.219473650541628, 51.5652179154758)
"378","Theatre: 2Northdown","theatre",c(-0.119193589272637, 51.5313364281069)
"379","Theatre: Duchess Theatre","theatre",c(-0.119746639863328, 51.5121398396856)
"380","Theatre: Apollo Victoria Theatre","theatre",c(-0.142568910551937, 51.4955844281584)
"381","Theatre: Harold Pinter Theatre","theatre",c(-0.131592513191345, 51.5093341019939)
"382","Theatre: EartH","theatre",c(-0.0756962338394377, 51.5510706536545)
"383","Theatre: Kenneth More Theatre","theatre",c(0.0751913887205371, 51.5585530031531)
"384","Theatre: East Lane Theatre","theatre",c(-0.314722893980662, 51.5572128250253)
"385","Theatre: Roundhouse","theatre",c(-0.152397081516544, 51.5433135786825)
"386","Theatre: Coronet","theatre",c(-0.098977439899247, 51.4945696547981)
"387","Theatre: Shell Theatre (outdoor)","theatre",c(-0.0860873995276803, 51.5951281778056)
"388","Theatre: Anthony Barnard Theatre","theatre",c(0.0401286701205658, 51.4380767539224)
"389","Theatre: Wilton's Music Hall","theatre",c(-0.0668530874149019, 51.5106218771052)
"390","Theatre: The Coronet Theatre","theatre",c(-0.198138008714692, 51.5085525353552)
"391","Theatre: Pleasance","theatre",c(-0.12138873492559, 51.5487340472157)
"392","Theatre: The Top Secret Comedy Club","theatre",c(-0.123016595838622, 51.5154690863824)
"393","Theatre: New London Theatre","theatre",c(-0.122685585729512, 51.5154150681764)
"394","Theatre: Rattleback Theatre","theatre",c(-0.0782876070270549, 51.5278258363126)
"395","Theatre: Richmond Theatre","theatre",c(-0.303752062123554, 51.4620489284928)
"396","Theatre: Adelphi Theatre","theatre",c(-0.123149390260884, 51.5102470211579)
"397","Theatre: Novello","theatre",c(-0.119373389229446, 51.5124100358239)
"398","Theatre: Theatre503","theatre",c(-0.1655993290433, 51.472002744849)
"399","Theatre: The Mermaid","theatre",c(-0.101941987610901, 51.5118069614759)
"400","Theatre: Royal Albert Hall","theatre",c(-0.177400732504971, 51.5010131470443)
"401","Theatre: Bloomsbury Theatre","theatre",c(-0.132809143753971, 51.5250492089445)
"402","Theatre: Arcola Theatre","theatre",c(-0.0749080651313285, 51.5469459194702)
"403","Theatre: Hoxton Hall","theatre",c(-0.0798083243594953, 51.5318386437743)
"404","Theatre: Ampitheatre","theatre",c(-0.0619534398332898, 51.5821806093634)
"405","Theatre: Ovalhouse Theatre","theatre",c(-0.113672521792502, 51.4825644307707)
"406","Theatre: The White House, Oval House Theatre","theatre",c(-0.114295104254313, 51.4825377196017)
"407","Theatre: Orange Tree Theatre","theatre",c(-0.30128222720101, 51.4644139907431)
"408","Theatre: Intimate Theatre","theatre",c(-0.102847666283535, 51.6242656746061)
"409","Theatre: Amaryllis Fleming Concert Hall","theatre",c(-0.177083616654972, 51.4994137017538)
"410","Theatre: Polka Theatre","theatre",c(-0.195000616282908, 51.4197050584921)
"411","Theatre: New Wimbledon Theatre","theatre",c(-0.201438631995301, 51.4192160954263)
"412","Theatre: Merton Arts Space","theatre",c(-0.207620691004673, 51.4225321664966)
"413","Theatre: Savoy Theatre","theatre",c(-0.120943565185645, 51.5101424091634)
"414","Theatre: Half Moon Theatre","theatre",c(-0.0411772416343499, 51.5132851050246)
"415","Theatre: The Other Palace","theatre",c(-0.142342615575328, 51.498799419787)
"416","Theatre: The Place","theatre",c(-0.128653657589898, 51.5274207196186)
"417","Theatre: New End Theatre","theatre",c(-0.177306637499843, 51.5588563454346)
"418","Theatre: Flash Musicals Youth Theatre","theatre",c(-0.281023389867631, 51.607962630168)
"419","Theatre: The Exchange","theatre",c(-0.331370287740297, 51.4500163621822)
"420","Theatre: Little Oak Wood open air theatre","theatre",c(-0.192363951633659, 51.5862164966765)
"421","Theatre: Creative and Performing Arts Centre","theatre",c(-0.349348359609508, 51.4376701815735)
"422","Theatre: Queen Charlotte Hall","theatre",c(-0.303048368452502, 51.4645831356191)
"423","Theatre: The Duke’s Hall","theatre",c(-0.151335358864449, 51.5234969252722)
"424","Theatre: David Josefowitz Recital Hall","theatre",c(-0.152057992275657, 51.5234184197901)
"425","Theatre: The Cockpit Theatre","theatre",c(-0.16964377160282, 51.5244597453936)
"426","Theatre: In the Wings Productions","theatre",c(0.144970514308354, 51.4390860461221)
"427","Theatre: Hammond Theatre","theatre",c(-0.371985200626604, 51.4289058859963)
"428","Theatre: The Playground Theatre, Cafe and Bar","theatre",c(-0.224409660562094, 51.5177831524478)
"429","Theatre: The Beck Theatre","theatre",c(-0.42171659458747, 51.5209236777788)
"430","Theatre: Campfire Circle","theatre",c(0.0493693412242135, 51.3211980042805)
"431","Theatre: Barra Hall Park Open-Air Theatre","theatre",c(-0.423233987921386, 51.5184889146838)
"432","Theatre: Compass Theatre","theatre",c(-0.440417769251461, 51.5622267575582)
"433","Theatre: Rose Theatre","theatre",c(-0.307539417051562, 51.4085722482223)
"434","Theatre: Sydenham School Ampitheater","theatre",c(-0.0601701324880146, 51.4339397045566)
"435","Theatre: Oily Cart","theatre",c(-0.179116947569819, 51.4310538544996)
"436","Theatre: Bush Hall","theatre",c(-0.231681764459991, 51.5065559383158)
"437","Nightclub: Club Aquarium","nightlife",c(-0.0854498, 51.5260155)
"438","Nightclub: Parker McMillan","nightlife",c(-0.0916939, 51.521075)
"439","Nightclub: Bar Monsta","nightlife",c(-0.1420967, 51.5400362)
"440","Nightclub: 100 Club","nightlife",c(-0.1353568, 51.5161082)
"441","Nightclub: Lucky Voice","nightlife",c(-0.1030753, 51.5414402)
"442","Nightclub: Jam & Rye","nightlife",c(-0.1033857, 51.5460046)
"443","Nightclub: Heaven","nightlife",c(-0.1245597, 51.507865)
"444","Nightclub: People Club / Dancehall club","nightlife",c(-0.1064203, 51.5479067)
"445","Nightclub: Escape","nightlife",c(-0.1338386, 51.5124556)
"446","Nightclub: Madame Jojo’s","nightlife",c(-0.133727, 51.512509)
"447","Nightclub: The Garage","nightlife",c(-0.1039603, 51.5467543)
"448","Nightclub: Lightbox","nightlife",c(-0.12352, 51.4854252)
"449","Nightclub: Delanos","nightlife",c(0.0164552, 51.4071547)
"450","Nightclub: Surya","nightlife",c(-0.1155457, 51.5314074)
"451","Nightclub: The Underworld","nightlife",c(-0.1421161, 51.5390929)
"452","Nightclub: G-A-Y Late","nightlife",c(-0.1306377, 51.5150956)
"453","Nightclub: O2 Academy Islington","nightlife",c(-0.1056969, 51.534574)
"454","Nightclub: Charlie's Angels and Club Oops!","nightlife",c(-0.0712782, 51.5135378)
"455","Nightclub: Dirty Harry's Soho","nightlife",c(-0.13583, 51.5156823)
"456","Nightclub: The Pigalle Club","nightlife",c(-0.135008, 51.509508)
"457","Nightclub: Troy 22","nightlife",c(-0.1320093, 51.5168851)
"458","Nightclub: Toy Room Club","nightlife",c(-0.1405708, 51.5146613)
"459","Nightclub: Electrowerks","nightlife",c(-0.105154, 51.5323004)
"460","Nightclub: Cable","nightlife",c(-0.082494, 51.502777)
"461","Nightclub: Metric","nightlife",c(-0.178399, 51.5003896)
"462","Nightclub: Corsica Studios","nightlife",c(-0.0987681, 51.4934892)
"463","Nightclub: Arizona Lounge","nightlife",c(-0.1580011, 51.5222318)
"464","Nightclub: Luna","nightlife",c(-0.1004846, 51.3729055)
"465","Nightclub: 14 Leicester Square","nightlife",c(-0.129709, 51.5110912)
"466","Nightclub: East Bloc","nightlife",c(-0.091541, 51.5283012)
"467","Nightclub: Club 88 Degrees","nightlife",c(-0.1003103, 51.3706687)
"468","Nightclub: Han","nightlife",c(-0.2570078, 51.4034925)
"469","Nightclub: Shooshh...","nightlife",c(-0.1013627, 51.3736952)
"470","Nightclub: Soulful Cellar","nightlife",c(-0.1002135, 51.3705115)
"471","Nightclub: Amber Bar","nightlife",c(-0.089136, 51.5194649)
"472","Nightclub: Notting Hill Arts Club","nightlife",c(-0.1944375, 51.5092409)
"473","Nightclub: Blush","nightlife",c(-0.1516133, 51.5150059)
"474","Nightclub: Apartment 58","nightlife",c(-0.1298082, 51.5162207)
"475","Nightclub: funkymojoe","nightlife",c(0.0212215, 51.5969663)
"476","Nightclub: Tabu Lounge","nightlife",c(-0.1069231, 51.3822567)
"477","Nightclub: Kolis","nightlife",c(-0.1350041, 51.5661443)
"478","Nightclub: Area","nightlife",c(-0.122859, 51.487247)
"479","Nightclub: Union","nightlife",c(-0.122901, 51.487142)
"480","Nightclub: Club No 65","nightlife",c(-0.122976, 51.486936)
"481","Nightclub: Venue 229","nightlife",c(-0.1446307, 51.5235138)
"482","Nightclub: Roxy","nightlife",c(-0.1330659, 51.5166249)
"483","Nightclub: Pulse - Now Closed","nightlife",c(-0.1037, 51.506963)
"484","Nightclub: The Vaults","nightlife",c(-0.1142036, 51.5010275)
"485","Nightclub: Roka","nightlife",c(-0.0105375, 51.5270847)
"486","Nightclub: Jetset","nightlife",c(-0.240393, 51.532985)
"487","Nightclub: Pryzm","nightlife",c(-0.3004104, 51.4111098)
"488","Nightclub: SophistiCats","nightlife",c(-0.1335521, 51.5124247)
"489","Nightclub: Road House","nightlife",c(-0.1220387, 51.5116706)
"490","Nightclub: Jako London","nightlife",c(-0.1875507, 51.5021504)
"491","Nightclub: Bridge House 2","nightlife",c(0.0036549, 51.5177982)
"492","Nightclub: Bodo's Schloss","nightlife",c(-0.1877803, 51.5025449)
"493","Nightclub: Bloc","nightlife",c(-0.0197861, 51.5353487)
"494","Nightclub: Golden Bee","nightlife",c(-0.0849969, 51.5260142)
"495","Nightclub: Tonteria","nightlife",c(-0.1571232, 51.4928737)
"496","Nightclub: Reflex","nightlife",c(-0.0945117, 51.5130752)
"497","Nightclub: Studio 9294","nightlife",c(-0.0227773, 51.5442333)
"498","Nightclub: VFD","nightlife",c(-0.0746995, 51.5524694)
"499","Nightclub: Piccadilly Institute","nightlife",c(-0.1339316, 51.5103892)
"500","Nightclub: Phonox","nightlife",c(-0.1145037, 51.4644457)
"501","Nightclub: Bag O' Nails","nightlife",c(-0.1389391, 51.5124703)
"502","Nightclub: The Red Room","nightlife",c(-0.3025284, 51.5144574)
"503","Nightclub: The Dome, Tufnell Park","nightlife",c(-0.1385151, 51.5571576)
"504","Nightclub: Fiction","nightlife",c(0.182984, 51.5754368)
"505","Nightclub: Cameo","nightlife",c(0.1825428, 51.5753143)
"506","Nightclub: Club Reina","nightlife",c(-0.1022056, 51.5196932)
"507","Nightclub: The Cuckoo Club","nightlife",c(-0.1379619, 51.509858)
"508","Nightclub: Cirque Le Soir","nightlife",c(-0.1389218, 51.5129506)
"509","Nightclub: Tape","nightlife",c(-0.1446751, 51.5142957)
"510","Nightclub: No4 Mayfair","nightlife",c(-0.14233, 51.5124895)
"511","Nightclub: Kadie's Club","nightlife",c(-0.137594, 51.5094293)
"512","Nightclub: Charlie","nightlife",c(-0.1433611, 51.5084728)
"513","Nightclub: Century Club","nightlife",c(-0.1320778, 51.5120634)
"514","Nightclub: Chinawhite","nightlife",c(-0.1383738, 51.5159501)
"515","Nightclub: BEAT London","nightlife",c(-0.1417983, 51.5164472)
"516","Nightclub: Cococure","nightlife",c(-0.0757268, 51.5134732)
"517","Nightclub: Egg London Nightclub","nightlife",c(-0.1251735, 51.5417182)
"518","Nightclub: Night Tales","nightlife",c(-0.0529246, 51.5473319)
"519","Nightclub: The Venue","nightlife",c(-0.1312476, 51.5227376)
"520","Nightclub: Ma Dame","nightlife",c(-0.1888936, 51.5182982)
"521","Nightclub: Bloom","nightlife",c(-0.1878287, 51.5026519)
"522","Nightclub: The Globe","nightlife",c(-0.2004924, 51.5166639)
"523","Nightclub: Stringfellows","nightlife",c(-0.1268851, 51.5120746)
"524","Nightclub: 151 Club","nightlife",c(-0.1673083, 51.4879321)
"525","Nightclub: blagclub Kensington","nightlife",c(-0.2110572, 51.5001777)
"526","Nightclub: Zoo Bar & Club","nightlife",c(-0.1288727, 51.5108834)
"527","Nightclub: Dolce Kensington Club","nightlife",c(-0.1757796, 51.4939877)
"528","Nightclub: The Cause","nightlife",c(-0.0621469, 51.5899766)
"529","Nightclub: Circa Loca","nightlife",c(-0.3658449, 51.4682458)
"530","Nightclub: The Pheasantry","nightlife",c(-0.16542, 51.4890732)
"531","Nightclub: Club KTM","nightlife",c(-0.3327252, 51.5902558)
"532","Nightclub: FM Karaoke and Disco Club","nightlife",c(-0.2253123, 51.5054204)
"533","Nightclub: O2 Forum Kentish Town","nightlife",c(-0.142194524015756, 51.5521282428094)
"534","Nightclub: Fabric","nightlife",c(-0.102531139948506, 51.5196025166479)
"535","Nightclub: Shunt","nightlife",c(-0.0827171172124584, 51.5020621473011)
"536","Nightclub: The Classic","nightlife",c(-0.16119852885494, 51.4351665874308)
"537","Nightclub: Pier One Night Spot","nightlife",c(0.00310522883394263, 51.5197912909117)
"538","Nightclub: Scala","nightlife",c(-0.12066035262816, 51.5305835512969)
"539","Nightclub: Club XOYO","nightlife",c(-0.0858029626717988, 51.5254775896248)
"540","Nightclub: Basement Club","nightlife",c(-0.0833533202428353, 51.5256866181393)
"541","Nightclub: Ronnie Scott's","nightlife",c(-0.131570974514177, 51.513437030293)
"542","Nightclub: Boxpark Croydon","nightlife",c(-0.0937208877285146, 51.3749949451935)
"543","Nightclub: Basing House","nightlife",c(-0.0780134020961544, 51.5288918456887)
"544","Nightclub: Cargo","nightlife",c(-0.0787355689132729, 51.5265023266358)
"545","Nightclub: Comedy Cafe","nightlife",c(-0.0796056540984743, 51.5261173819266)
"546","Nightclub: Shoreditch Townhouse","nightlife",c(-0.0845771594122077, 51.523020751867)
"547","Nightclub: Troxy","nightlife",c(-0.0440217054648063, 51.5127526320294)
"548","Nightclub: The Granaries","nightlife",c(-0.102328838983865, 51.3727357358937)
"549","Nightclub: Bad Apple","nightlife",c(-0.0993390425104776, 51.373475178145)
"550","Nightclub: Village Underground","nightlife",c(-0.0786440938678317, 51.5235940765952)
"551","Nightclub: The Alibi","nightlife",c(-0.0754084981298333, 51.5492408202446)
"552","Nightclub: Koko","nightlife",c(-0.1381601580062, 51.5347322171018)
"553","Nightclub: The Jazz Cafe","nightlife",c(-0.143034928497773, 51.5385957610525)
"554","Nightclub: Milk and Honey","nightlife",c(-0.136608392616835, 51.5136847048782)
"555","Nightclub: Club 49","nightlife",c(-0.131036212368595, 51.5139961022827)
"556","Nightclub: Vanity","nightlife",c(-0.133519313840203, 51.5148418398295)
"557","Nightclub: Printworks","nightlife",c(-0.043482985667378, 51.4978184433451)
"558","Nightclub: Cafe de Paris","nightlife",c(-0.132105362797017, 51.5106308474215)
"559","Nightclub: The Mayfair Club","nightlife",c(-0.141640942356387, 51.5076469659091)
"560","Nightclub: Mahiki","nightlife",c(-0.141278920924826, 51.5077472461883)
"561","Nightclub: Tudor Rose","nightlife",c(-0.380760265547685, 51.5034143367166)
"562","Nightclub: Fire","nightlife",c(-0.123481995885434, 51.4847752533703)
"563","Nightclub: The Portland Club","nightlife",c(-0.141716285260812, 51.5169865562086)
"564","Nightclub: Ministry of Sound","nightlife",c(-0.0994957362495196, 51.4977676435784)
"565","Nightclub: Dalston Superstore","nightlife",c(-0.0753679544409062, 51.5500954818763)
"566","Nightclub: Viva","nightlife",c(-0.305522796226119, 51.4580448143092)
"567","Nightclub: Studio 338","nightlife",c(0.00483009812233761, 51.4954844517587)
"568","Nightclub: Electric Ballroom","nightlife",c(-0.142976479966481, 51.539690010711)
"569","Nightclub: CMYK","nightlife",c(-0.201121537567773, 51.4192099333987)
"570","Nightclub: Redon","nightlife",c(-0.0570326095202618, 51.5315842754043)
"571","Nightclub: The Glove That Fits","nightlife",c(-0.0479849632121317, 51.5469341648192)
"572","Nightclub: Raffles Chelsea","nightlife",c(-0.173680864219995, 51.4852440467641)
"573","Bar: The Polish Bar (Na Zdrowie)","nightlife",c(-0.1189566, 51.5173465)
"574","Bar: The Boston Arms","nightlife",c(-0.1384439, 51.5571014)
"575","Bar: Lockside Lounge","nightlife",c(-0.1466139, 51.5410872)
"576","Bar: Lock 17","nightlife",c(-0.14576, 51.5412394)
"577","Bar: Zelmann Drinks","nightlife",c(-0.1053998, 51.5646068)
"578","Bar: Canalside Bar","nightlife",c(-0.1458705, 51.5411992)
