"","name","type","geometry"
"1903","Pub: The Edward Rayne","nightlife",c(-0.2287493, 51.4097692)
"1904","Pub: The Hydrant","nightlife",c(-0.0862062, 51.5102756)
"1905","Pub: Ye Olde Whyte Lyon","nightlife",c(0.0541673, 51.3658935)
"1906","Pub: The Black Heart","nightlife",c(-0.1418511, 51.5388604)
"1907","Pub: Rockingham Arms","nightlife",c(-0.0995924, 51.4958703)
"1908","Pub: Brave New World","nightlife",c(-0.2956153, 51.393066)
"1909","Pub: Escape Sports Bar & Restaurant","nightlife",c(-0.1373221, 51.5328109)
"1910","Pub: The Dean Swift","nightlife",c(-0.0550705, 51.5139726)
"1911","Pub: Purkins","nightlife",c(-0.1525765, 51.4167786)
"1912","Pub: Square Tavern","nightlife",c(-0.1378517, 51.5259074)
"1913","Pub: Doric Arch","nightlife",c(-0.131988, 51.527798)
"1914","Pub: Eastnor Castle","nightlife",c(-0.1342188, 51.5333448)
"1915","Pub: Waggon and Horses","nightlife",c(-0.3021815, 51.3992802)
"1916","Pub: Masque Haunt","nightlife",c(-0.0905437, 51.5251618)
"1917","Pub: Tattersalls Tavern","nightlife",c(-0.1625201, 51.5011085)
"1918","Pub: Bbar","nightlife",c(-0.1434293, 51.4981242)
"1919","Pub: The Perseverance","nightlife",c(-0.1665093, 51.5225474)
"1920","Pub: Globe Bar","nightlife",c(-0.2785884, 51.4924342)
"1921","Pub: The Fire Station","nightlife",c(-0.1105989, 51.5025205)
"1922","Pub: The New Moon","nightlife",c(-0.0842713, 51.5128086)
"1923","Pub: Willy's Wine Bar","nightlife",c(-0.079327, 51.5125965)
"1924","Pub: Duke of Somerset","nightlife",c(-0.0737842, 51.513604)
"1925","Pub: Still & Star","nightlife",c(-0.0746201, 51.5139021)
"1926","Pub: The Three Blackbirds","nightlife",c(0.1213871, 51.4483042)
"1927","Pub: Sugar Loaf","nightlife",c(-0.0928038, 51.5122519)
"1928","Pub: Balls Brothers","nightlife",c(-0.0808223, 51.5108903)
"1929","Pub: The Oliver Conquest","nightlife",c(-0.0701002, 51.5128687)
"1930","Pub: Shaker and Company","nightlife",c(-0.1389467, 51.5283514)
"1931","Pub: Lord Wargrave","nightlife",c(-0.1657799, 51.5181298)
"1932","Pub: Skinners Arms","nightlife",c(-0.1251425, 51.5281822)
"1933","Pub: The Boot","nightlife",c(-0.1241966, 51.527567)
"1934","Pub: The Oval Tavern","nightlife",c(-0.087598, 51.3782981)
"1935","Pub: The Builders Arms","nightlife",c(-0.085901, 51.3794773)
"1936","Pub: The Porter and Sorter","nightlife",c(-0.0918905, 51.3760103)
"1937","Pub: The Royal Standard","nightlife",c(-0.1016237, 51.3699505)
"1938","Pub: The Bald Faced Stag","nightlife",c(-0.1642237, 51.5893303)
"1939","Pub: The Village Green","nightlife",c(-0.146985, 51.5905086)
"1940","Pub: Greenwich Park Bar and Grill","nightlife",c(-0.0070705, 51.4797867)
"1941","Pub: The Bull","nightlife",c(-0.1031553, 51.537413)
"1942","Pub: Grace's","nightlife",c(-0.0558982, 51.4039625)
"1943","Pub: Barrio North","nightlife",c(-0.1007756, 51.5373571)
"1944","Pub: John Salt","nightlife",c(-0.1025364, 51.5390045)
"1945","Pub: Prague Bar","nightlife",c(-0.1008285, 51.5373115)
"1946","Pub: Steam Passage Tavern","nightlife",c(-0.1046723, 51.5350431)
"1947","Pub: Hoxley & Porter","nightlife",c(-0.1028102, 51.5403472)
"1948","Pub: The Hero of Switzerland","nightlife",c(-0.1053127, 51.4673635)
"1949","Pub: The Cutty Sark","nightlife",c(-0.0004333, 51.4863545)
"1950","Pub: The Victory","nightlife",c(-0.1439478, 51.5292575)
"1951","Pub: Drunch","nightlife",c(-0.1689724, 51.5350462)
"1952","Pub: The Princess of Shoreditch","nightlife",c(-0.0836932, 51.5254347)
"1953","Pub: The Red Lion & Pineapple","nightlife",c(-0.2764777, 51.5081822)
"1954","Pub: George & Dragon","nightlife",c(-0.2718046, 51.5072726)
"1955","Pub: The Hop & Berry","nightlife",c(-0.106895, 51.5391958)
"1956","Pub: The Lord High Admiral","nightlife",c(-0.1711704, 51.5225796)
"1957","Pub: The Goldsmiths","nightlife",c(-0.0519505, 51.4133197)
"1958","Pub: The Kennington","nightlife",c(-0.1079588, 51.4799775)
"1959","Pub: The Retro Bar","nightlife",c(-0.1235665, 51.5091024)
"1960","Pub: The Fishermans Arms","nightlife",c(-0.249311, 51.529606)
"1961","Pub: Grand Junction Arms","nightlife",c(-0.260462, 51.53439)
"1962","Pub: Angies","nightlife",c(-0.2436992, 51.5354243)
"1963","Pub: Wishing Well","nightlife",c(-0.2535523, 51.5401392)
"1964","Pub: Heather Park","nightlife",c(-0.2850591, 51.5427082)
"1965","Pub: The Andover Arms","nightlife",c(-0.2325868, 51.496847)
"1966","Pub: The Dove","nightlife",c(-0.0617203, 51.5363404)
"1967","Pub: The Slug And Lettuce","nightlife",c(-0.0276164, 51.4076276)
"1968","Pub: The Jester","nightlife",c(-0.1604897, 51.6532381)
"1969","Pub: The Cock Inn","nightlife",c(-0.154481, 51.654469)
"1970","Pub: The Fusilier","nightlife",c(-0.3109523, 51.5516164)
"1971","Pub: The Innisfree Free House","nightlife",c(-0.2731942, 51.5459657)
"1972","Pub: The Jolly Sisters","nightlife",c(-0.112832, 51.5457466)
"1973","Pub: House of Hammerton","nightlife",c(-0.1065443, 51.5479817)
"1974","Pub: The Duchess of Kent","nightlife",c(-0.1087488, 51.5463365)
"1975","Pub: Springfield Park Tavern","nightlife",c(-0.1227375, 51.6055519)
"1976","Pub: The White Swan","nightlife",c(-0.1255283, 51.5111062)
"1977","Pub: The Pavilion","nightlife",c(-0.0865794, 51.5176344)
"1978","Pub: Swiss Tavern","nightlife",c(-0.0524994, 51.4713831)
"1979","Pub: Prince Edward","nightlife",c(-0.1218795, 51.5554282)
"1980","Pub: The Stage Door","nightlife",c(-0.1074065, 51.5012538)
"1981","Pub: Prince William Henry","nightlife",c(-0.1040896, 51.5053569)
"1982","Pub: The Royal Sovereign","nightlife",c(-0.0631966, 51.5626442)
"1983","Pub: The Hudson Bay","nightlife",c(0.026167, 51.545807)
"1984","Pub: The Island Queen","nightlife",c(-0.0983769, 51.5332137)
"1985","Pub: Brewhouse & Kitchen","nightlife",c(-0.1057146, 51.5319384)
"1986","Pub: East Putney Tavern","nightlife",c(-0.2111487, 51.4596518)
"1987","Pub: Greene Man","nightlife",c(-0.0153693, 51.6251072)
"1988","Pub: White Lion of Mortimer","nightlife",c(-0.1638081, 51.4065317)
"1989","Pub: The Maple Tree","nightlife",c(-0.0578623, 51.4121157)
"1990","Pub: The Cat's Back","nightlife",c(-0.1994873, 51.4618446)
"1991","Pub: The Malt and Hops","nightlife",c(-0.1769729, 51.6190753)
"1992","Pub: The Flask","nightlife",c(-0.1772469, 51.5566015)
"1993","Pub: Windsor Castle","nightlife",c(-0.1788998, 51.5254495)
"1994","Pub: Dean's Bar","nightlife",c(-0.1231994, 51.5209322)
"1995","Pub: The Albany","nightlife",c(-0.143984, 51.523319)
"1996","Pub: The Colton Arms","nightlife",c(-0.210879, 51.4865599)
"1997","Pub: The Seven Stars","nightlife",c(-0.2031199, 51.487089)
"1998","Pub: Newmarket Ale House / Canecão","nightlife",c(-0.1260664, 51.543225)
"1999","Pub: The Star of Kings","nightlife",c(-0.1220094, 51.5363543)
"2000","Pub: The Black Dog","nightlife",c(-0.1209177, 51.4886945)
"2001","Pub: The Black Bull","nightlife",c(-0.2386289, 51.4930409)
"2002","Pub: The Carpenter's Arms","nightlife",c(-0.2427488, 51.4925063)
"2003","Pub: The Cross Keys","nightlife",c(-0.2426284, 51.4917819)
"2004","Pub: The Orchard Tavern","nightlife",c(-0.2419746, 51.5017005)
"2005","Pub: The Lord Stanley","nightlife",c(0.0267495, 51.5314678)
"2006","Pub: Waters Edge","nightlife",c(-0.4327766, 51.5910706)
"2007","Pub: The Antelope","nightlife",c(-0.0206849, 51.5661147)
"2008","Pub: The Cherry Tree","nightlife",c(-0.0753947, 51.3973143)
"2009","Pub: The Paternoster","nightlife",c(-0.0983225, 51.5150683)
"2010","Pub: The Livery","nightlife",c(-0.0948116, 51.5145419)
"2011","Pub: The Shy Horse","nightlife",c(-0.3198053, 51.3371541)
"2012","Pub: The Star","nightlife",c(-0.327641, 51.3268564)
"2013","Pub: Kent House Tavern","nightlife",c(-0.045372, 51.4164144)
"2014","Pub: The Maxwell","nightlife",c(0.090841, 51.3718307)
"2015","Pub: Swan","nightlife",c(-0.2249907, 51.4929945)
"2016","Pub: William Morris","nightlife",c(-0.2252384, 51.4929928)
"2017","Pub: Cafe Cafe Bar","nightlife",c(-0.339567, 51.570338)
"2018","Pub: The Old Crown","nightlife",c(-0.4193543, 51.5047932)
"2019","Pub: The Lincoln","nightlife",c(-0.0653782, 51.6467723)
"2020","Pub: The Bishop","nightlife",c(-0.308042, 51.4103079)
"2021","Pub: Willow","nightlife",c(-0.1108079, 51.6382801)
"2022","Pub: Fishmonger's Arms","nightlife",c(-0.1247827, 51.6337369)
"2023","Pub: Ye Olde Cherry Tree","nightlife",c(-0.1234649, 51.6248271)
"2024","Pub: The Landseer","nightlife",c(-0.1227877, 51.5628828)
"2025","Pub: The Regent","nightlife",c(-0.1069786, 51.5389818)
"2026","Pub: The Wellington","nightlife",c(-0.1038877, 51.5903664)
"2027","Pub: The Green Gate","nightlife",c(-0.0992505, 51.5878555)
"2028","Pub: Botwell Inn","nightlife",c(-0.4166865, 51.5082215)
"2029","Pub: Dead Dolls House","nightlife",c(-0.1032085, 51.5421005)
"2030","Pub: The overdraft Tavern","nightlife",c(0.0513372, 51.5393684)
"2031","Pub: Euston Flyer","nightlife",c(-0.1267001, 51.5286655)
"2032","Pub: The Cuckoo","nightlife",c(-0.1136889, 51.5409398)
"2033","Pub: The Bear","nightlife",c(-0.095975, 51.4750095)
"2034","Pub: The Old Dispensary","nightlife",c(-0.0935548, 51.4743058)
"2035","Pub: The Millers's Well","nightlife",c(0.0563064, 51.5334196)
"2036","Pub: Wenlock & Essex","nightlife",c(-0.1011863, 51.5366145)
"2037","Pub: The Argyle","nightlife",c(-0.1088628, 51.5190993)
"2038","Pub: Sir Christopher Hatton","nightlife",c(-0.1088985, 51.5181575)
"2039","Pub: The Fulwood","nightlife",c(-0.1135508, 51.5190282)
"2040","Pub: The Smokehouse","nightlife",c(-0.0996827, 51.5424486)
"2041","Pub: The Compton Arms","nightlife",c(-0.1020128, 51.5436556)
"2042","Pub: Emporer Banqueting Suite","nightlife",c(-0.0974065, 51.5869552)
"2043","Pub: The W. B. Yeats","nightlife",c(-0.1115925, 51.5663579)
"2044","Pub: Craft Beer Co.","nightlife",c(-0.125979, 51.515637)
"2045","Pub: The Draft House","nightlife",c(-0.1701422, 51.4782512)
"2046","Pub: Bedford Tavern","nightlife",c(-0.1121827, 51.5614137)
"2047","Pub: Highbury Barn","nightlife",c(-0.0980505, 51.55382)
"2048","Pub: The Drayton Park Public House","nightlife",c(-0.1046613, 51.5534482)
"2049","Pub: The Rose","nightlife",c(-0.1226105, 51.489703)
"2050","Pub: Rockwell Bar","nightlife",c(-0.1291407, 51.5073403)
"2051","Pub: Belushi's London Bridge","nightlife",c(-0.0918016, 51.5028201)
"2052","Pub: Nº 1 Bar","nightlife",c(-0.08685, 51.5060052)
"2053","Pub: Running Horses","nightlife",c(0.1796656, 51.482015)
"2054","Pub: The Royal Alfred","nightlife",c(0.1861718, 51.4784665)
"2055","Pub: Blakesley Arms","nightlife",c(0.0466112, 51.5520761)
"2056","Pub: William the Conqueror","nightlife",c(0.0482198, 51.5508851)
"2057","Pub: Walrus Social","nightlife",c(-0.1144243, 51.4999633)
"2058","Pub: Waxy's Little Sister","nightlife",c(-0.131813, 51.511115)
"2059","Pub: Kanaloa","nightlife",c(-0.1064245, 51.51525)
"2060","Pub: St Bride's Tavern","nightlife",c(-0.1044064, 51.513225)
"2061","Pub: White Swan","nightlife",c(-0.1093416, 51.516203)
"2062","Pub: The Refinery","nightlife",c(-0.1080904, 51.5158982)
"2063","Pub: Bow Street Tavern","nightlife",c(-0.1212912, 51.5129125)
"2064","Pub: The Sun Tavern","nightlife",c(-0.1226373, 51.5140257)
"2065","Pub: The Leather Exchange","nightlife",c(-0.0842325, 51.5003106)
"2066","Pub: The Army & Navy","nightlife",c(0.0241863, 51.51992)
"2067","Pub: The Abbey Arms","nightlife",c(0.0225555, 51.5222325)
"2068","Pub: The Goldern Lion","nightlife",c(0.021783, 51.5221257)
"2069","Pub: King of Denmark","nightlife",c(-0.1094816, 51.5350963)
"2070","Pub: The Famous Cock","nightlife",c(-0.1035265, 51.5460069)
"2071","Pub: The Horatia","nightlife",c(-0.1084358, 51.5499802)
"2072","Pub: Nelson","nightlife",c(-0.1407333, 51.5263992)
"2073","Pub: White mustache","nightlife",c(-0.1411399, 51.5303666)
"2074","Pub: The Sporting Pages","nightlife",c(-0.1794648, 51.4845997)
"2075","Pub: The Imperial Arms","nightlife",c(-0.1883136, 51.4786216)
"2076","Pub: The Malt House","nightlife",c(-0.1981412, 51.4813478)
"2077","Pub: The Harwood Arms","nightlife",c(-0.1965487, 51.4829201)
"2078","Pub: The Atlas","nightlife",c(-0.1962858, 51.4861841)
"2079","Pub: The Tim Bobbin","nightlife",c(-0.1428452, 51.4663154)
"2080","Pub: The Old Tea Warehouse","nightlife",c(-0.0788694, 51.513501)
"2081","Pub: Hamilton Hall","nightlife",c(-0.0809601, 51.5174006)
"2082","Pub: The Reform","nightlife",c(-0.1009508, 51.4078676)
"2083","Pub: Zigfrid","nightlife",c(-0.0816764, 51.5280278)
"2084","Pub: The Sterling Bar & Kitchen","nightlife",c(-0.0800751, 51.51452)
"2085","Pub: Letchford Arms","nightlife",c(-0.3588023, 51.6052933)
"2086","Pub: Rudds","nightlife",c(-0.1016371, 51.5122568)
"2087","Pub: The Hope & Anchor","nightlife",c(-0.1165101, 51.5838899)
"2088","Pub: The Priory","nightlife",c(-0.1327968, 51.5872905)
"2089","Pub: The Barmy Arms","nightlife",c(-0.3257498, 51.4463738)
"2090","Pub: The Iron Duke","nightlife",c(-0.143319, 51.495503)
"2091","Pub: The Winchester","nightlife",c(-0.1017454, 51.5362798)
"2092","Pub: Shoreditch House","nightlife",c(-0.0759056, 51.5237708)
"2093","Pub: Bohemia Bar","nightlife",c(-0.0780898, 51.5227715)
"2094","Pub: The Gander","nightlife",c(-0.208954, 51.3715155)
"2095","Pub: De Hems Cafe Bar","nightlife",c(-0.1313062, 51.5121005)
"2096","Pub: The Plume of Feathers","nightlife",c(-0.0011586, 51.4818299)
"2097","Pub: Dickens Tavern","nightlife",c(-0.1745199, 51.5157797)
"2098","Pub: Earl of Essex","nightlife",c(-0.0996848, 51.5338264)
"2099","Pub: The Durrell Arms","nightlife",c(-0.2072711, 51.4741928)
"2100","Pub: Loves Company","nightlife",c(-0.0879714, 51.5261376)
"2101","Pub: Revolution","nightlife",c(-0.2172656, 51.4610684)
"2102","Pub: Pensbury Arms","nightlife",c(-0.1380284, 51.4712492)
"2103","Pub: The Yorkshire Grey","nightlife",c(-0.1135659, 51.5215422)
"2104","Pub: The Duke (of York)","nightlife",c(-0.1165486, 51.5228039)
"2105","Pub: Calthorpe Arms","nightlife",c(-0.1161427, 51.5248119)
"2106","Pub: Green Man","nightlife",c(-0.1366581, 51.5155449)
"2107","Pub: Harringay Arms","nightlife",c(-0.1237718, 51.5780068)
"2108","Pub: The Willow Walk","nightlife",c(-0.142477, 51.495038)
"2109","Pub: Bradley's Spanish Bar","nightlife",c(-0.1326779, 51.5165329)
"2110","Pub: Golden Lion","nightlife",c(0.1358662, 51.4580085)
"2111","Pub: The Grove Tavern","nightlife",c(-0.3063333, 51.3965778)
"2112","Pub: Gordon Bennett!","nightlife",c(-0.3081181, 51.394756)
"2113","Pub: The Beckenham","nightlife",c(-0.0260899, 51.4075507)
"2114","Pub: Camino","nightlife",c(-0.1216741, 51.5312173)
"2115","Pub: Tufnell Park Tavern","nightlife",c(-0.1321369, 51.5575744)
"2116","Pub: Brewers Arms","nightlife",c(0.1601117, 51.4720716)
"2117","Pub: The Old Fields","nightlife",c(-0.2051067, 51.4446475)
"2118","Pub: Eardley Arms","nightlife",c(0.1430164, 51.4841478)
"2119","Pub: The Great Harry","nightlife",c(0.1484151, 51.4776639)
"2120","Pub: Maya Pub","nightlife",c(-0.3545269, 51.5721097)
"2121","Pub: Stane St Syndicate","nightlife",c(-0.1379819, 51.462091)
"2122","Pub: The Style and Winch","nightlife",c(0.1815063, 51.4734856)
"2123","Pub: The Wibbas Down Inn","nightlife",c(-0.2022217, 51.4190546)
"2124","Pub: The Garratt & Gauge","nightlife",c(-0.2054971, 51.4197508)
"2125","Pub: The Raven","nightlife",c(-0.2445304, 51.4954824)
"2126","Pub: Cross Keys","nightlife",c(0.1813545, 51.4812707)
"2127","Pub: Pocket Watch","nightlife",c(-0.2386957, 51.5065799)
"2128","Pub: Big Red","nightlife",c(-0.1191956, 51.5573872)
"2129","Pub: Halfway House","nightlife",c(0.162122, 51.490328)
"2130","Pub: The Alliance","nightlife",c(-0.2011054, 51.5510831)
"2131","Pub: The Golden Crane","nightlife",c(0.2664491, 51.5687549)
"2132","Pub: Angie's III","nightlife",c(-0.2236504, 51.5480076)
"2133","Pub: The Jolly Fisherman","nightlife",c(0.0744778, 51.5409097)
"2134","Pub: The Leather Bottle","nightlife",c(0.1428164, 51.4889555)
"2135","Pub: Lucky 7","nightlife",c(-0.2148571, 51.5572165)
"2136","Pub: McGovern's","nightlife",c(-0.2145933, 51.5559388)
"2137","Pub: Lord Raglan","nightlife",c(0.193029, 51.469926)
"2138","Pub: The Corner Pin","nightlife",c(0.1932779, 51.4714497)
"2139","Pub: Mcgowans","nightlife",c(-0.2124647, 51.5545352)
"2140","Pub: The Beaten Docket","nightlife",c(-0.2115593, 51.5536653)
"2141","Pub: The Castlebar","nightlife",c(-0.3154021, 51.5116113)
"2142","Pub: The Rusty Bucket","nightlife",c(0.0521671, 51.4503669)
"2143","Pub: The Duke's Head","nightlife",c(0.1765745, 51.4529901)
"2144","Pub: The Copper Tap","nightlife",c(-0.0641206, 51.473719)
"2145","Pub: The Bear and Ragged Staff","nightlife",c(0.1779184, 51.4518155)
"2146","Pub: The Bell","nightlife",c(-0.4133708, 51.5621378)
"2147","Pub: Lost & Co","nightlife",c(-0.2170621, 51.4614205)
"2148","Pub: The Old City Arms","nightlife",c(-0.2290789, 51.4893442)
"2149","Pub: The Hammersmith Ram","nightlife",c(-0.2283606, 51.4924346)
"2150","Pub: The Richmal Crompton","nightlife",c(0.0166377, 51.3996986)
"2151","Pub: The Compass","nightlife",c(0.0160931, 51.4059389)
"2152","Pub: The Oak","nightlife",c(0.0343248, 51.4057763)
"2153","Pub: The Lord Homesdale","nightlife",c(0.0338667, 51.3999185)
"2154","Pub: Bricklayers Arms","nightlife",c(0.0243375, 51.3965242)
"2155","Pub: The Tigers Head","nightlife",c(0.0205334, 51.3980464)
"2156","Pub: BR1","nightlife",c(0.0122851, 51.4069277)
"2157","Pub: The Sydney Arms","nightlife",c(0.0881226, 51.4149186)
"2158","Pub: The Tom Foolery","nightlife",c(0.0136712, 51.4058802)
"2159","Pub: Metropolis","nightlife",c(0.0119157, 51.4069301)
"2160","Pub: Star and Garter Hotel","nightlife",c(0.0125657, 51.4067808)
"2161","Pub: The Ram","nightlife",c(-0.3076987, 51.4081202)
"2162","Pub: King Charles I","nightlife",c(-0.1197093, 51.5324518)
"2163","Pub: The Shepherd and Flock","nightlife",c(-0.228507, 51.5021889)
"2164","Pub: The Fellow","nightlife",c(-0.1222859, 51.5315742)
"2165","Pub: Chatterton Arms","nightlife",c(0.0357109, 51.3924612)
"2166","Pub: The Gunners","nightlife",c(-0.0988121, 51.5589925)
"2167","Pub: The Woodbine","nightlife",c(-0.0983294, 51.5595187)
"2168","Pub: The Lounge","nightlife",c(0.0619025, 51.4219574)
"2169","Pub: Gordon Arms","nightlife",c(0.0691082, 51.4197499)
"2170","Pub: The Rambler's Rest","nightlife",c(0.0625126, 51.4087966)
"2171","Pub: Imperial Arms","nightlife",c(0.061826, 51.409166)
"2172","Pub: The Bulls Head","nightlife",c(0.076585, 51.410984)
"2173","Pub: The Pagination","nightlife",c(-0.0224933, 51.505952)
"2174","Pub: The Limehouse","nightlife",c(-0.0217284, 51.5060792)
"2175","Pub: Slug & Lettuce","nightlife",c(-0.020117, 51.5044106)
"2176","Pub: Vagabond","nightlife",c(-0.0233302, 51.5048822)
"2177","Pub: The Great North Wood","nightlife",c(-0.1039329, 51.4315293)
"2178","Pub: The Park","nightlife",c(-0.0983943, 51.4245073)
"2179","Pub: The Water Rats","nightlife",c(-0.1194934, 51.5288857)
"2180","Pub: Young Prince","nightlife",c(-0.034095, 51.5319557)
"2181","Pub: The Albert","nightlife",c(-0.0320742, 51.5324542)
"2182","Pub: The Star & Garter","nightlife",c(-0.2161496, 51.4669456)
"2183","Pub: Plume of Feathers","nightlife",c(0.0996762, 51.485632)
"2184","Pub: O'Dowds","nightlife",c(0.0893341, 51.4885639)
"2185","Pub: The Centre Page","nightlife",c(-0.0986969, 51.5125703)
"2186","Pub: Duchy Arms","nightlife",c(-0.1144675, 51.4891759)
"2187","Pub: The Amersham Arms","nightlife",c(-0.0325472, 51.4757053)
"2188","Pub: Five Bells Public House","nightlife",c(0.1276536, 51.357365)
"2189","Pub: The Birds Nest","nightlife",c(-0.0225177, 51.4761828)
"2190","Pub: Nova Cafe","nightlife",c(-0.2088068, 51.518181)
"2191","Pub: The KPH","nightlife",c(-0.20989, 51.5169298)
"2192","Pub: Freelands Tavern","nightlife",c(0.0245727, 51.4102359)
"2193","Pub: The White Horse","nightlife",c(0.0209997, 51.409765)
"2194","Pub: Baxter's Court","nightlife",c(-0.055032, 51.545486)
"2195","Pub: The Prince Arthur","nightlife",c(-0.0656201, 51.5441677)
"2196","Pub: The Fatling","nightlife",c(0.2187439, 51.5627463)
"2197","Pub: Elephant Inn","nightlife",c(-0.1792332, 51.6115111)
"2198","Pub: Tollgate Tavern","nightlife",c(0.1415103, 51.5725211)
"2199","Pub: Old Tigers Head","nightlife",c(0.0113655, 51.4567519)
"2200","Pub: Duke of Edinburgh","nightlife",c(0.0093084, 51.4567562)
"2201","Pub: Dacre Arms","nightlife",c(0.0033482, 51.4609729)
"2202","Pub: Hansburys","nightlife",c(-0.0075012, 51.4554637)
"2203","Pub: The Leicester Arms","nightlife",c(-0.1376134, 51.510566)
"2204","Pub: Spread Eagle","nightlife",c(-0.1474367, 51.5143279)
"2205","Pub: The Gunmakers","nightlife",c(-0.1104184, 51.5224993)
"2206","Pub: Blacksmith's Arms","nightlife",c(0.0727359, 51.3187868)
"2207","Pub: The Union","nightlife",c(-0.1561401, 51.5174194)
"2208","Pub: Patrick's","nightlife",c(-0.0247443, 51.4106029)
"2209","Pub: The Westbury","nightlife",c(-0.098389, 51.5935)
"2210","Pub: Kings Head","nightlife",c(-0.0998166, 51.5615953)
"2211","Pub: Goose","nightlife",c(-0.1100447, 51.5969905)
"2212","Pub: Lady Mildmay","nightlife",c(-0.0846119, 51.5506725)
"2213","Pub: Golden Fleece","nightlife",c(-0.0636349, 51.6176396)
"2214","Pub: The Bill Nicholson","nightlife",c(-0.061585, 51.6056756)
"2215","Pub: Earl Ferrers","nightlife",c(-0.1325831, 51.4237845)
"2216","Pub: Monaghans Tavern","nightlife",c(-0.1109739, 51.5982203)
"2217","Pub: Mannions Prince Arthur","nightlife",c(-0.0642382, 51.5847587)
"2218","Pub: The Talbot","nightlife",c(-0.0792131, 51.5427663)
"2219","Pub: The Chelsfield","nightlife",c(0.1065119, 51.3568849)
"2220","Pub: Barley Mow","nightlife",c(-0.1509087, 51.5129113)
"2221","Pub: The Winning Post","nightlife",c(-0.3577426, 51.4469837)
"2222","Pub: The Minstrel Boy","nightlife",c(-0.1470545, 51.5996527)
"2223","Pub: The Hanover Arms","nightlife",c(-0.1130873, 51.4813791)
"2224","Pub: Prince Frederick","nightlife",c(0.0198492, 51.4158922)
"2225","Pub: The Castle EC1","nightlife",c(-0.1041739, 51.5202193)
"2226","Pub: The Lakeside Bar","nightlife",c(0.124081, 51.5010436)
"2227","Pub: Bar and Kitchen","nightlife",c(-0.1319602, 51.5933146)
"2228","Pub: The Talma","nightlife",c(-0.0651905, 51.4308045)
"2229","Pub: Railway Telegraph","nightlife",c(-0.0475952, 51.4420406)
"2230","Pub: Fox's","nightlife",c(-0.0598895, 51.4309935)
"2231","Pub: The Mother Redcap","nightlife",c(-0.1329722, 51.5648097)
"2232","Pub: The Black Boy","nightlife",c(0.0845705, 51.4457089)
"2233","Pub: The Mitre","nightlife",c(-0.2034601, 51.5079559)
"2234","Pub: Shepherds Tavern","nightlife",c(-0.1477362, 51.5061405)
"2235","Pub: The Olive Branch","nightlife",c(-0.0597257, 51.6025487)
"2236","Pub: The Argyll Arms","nightlife",c(-0.141263, 51.5150632)
"2237","Pub: City Of Quebec","nightlife",c(-0.1577933, 51.5139051)
"2238","Pub: The Albion","nightlife",c(-0.1045738, 51.5139036)
"2239","Pub: The Charlie Chaplin","nightlife",c(-0.0991456, 51.4948434)
"2240","Pub: Regent","nightlife",c(-0.1537279, 51.4440292)
"2241","Pub: Balham Arms","nightlife",c(-0.1498937, 51.4462757)
"2242","Pub: The Sovereign of the Seas","nightlife",c(0.0721697, 51.3892672)
"2243","Pub: The Crown Inn","nightlife",c(0.0728728, 51.4105323)
"2244","Pub: The Antwerp Arms","nightlife",c(-0.0747509, 51.6018786)
"2245","Pub: The Elbow Room","nightlife",c(-0.0697443, 51.5934733)
"2246","Pub: Fox @ Excel","nightlife",c(0.0255735, 51.5088147)
"2247","Pub: The Anglesey Arms","nightlife",c(0.0208657, 51.4086951)
"2248","Pub: The Taps","nightlife",c(-0.0803774, 51.653092)
"2249","Pub: The Iron Horse","nightlife",c(0.1029702, 51.4343935)
"2250","Pub: The Sheaf","nightlife",c(-0.0911485, 51.5048141)
"2251","Pub: Morden Arms","nightlife",c(-0.0115875, 51.4769776)
"2252","Pub: Eastside","nightlife",c(-0.1720838, 51.4989739)
"2253","Pub: Duke of Kent","nightlife",c(-0.3202214, 51.525204)
"2254","Pub: The William","nightlife",c(-0.0943469, 51.4968477)
"2255","Pub: Soldiers Return","nightlife",c(-0.4410248, 51.5681281)
"2256","Pub: The Old Fox","nightlife",c(-0.4428331, 51.5651752)
"2257","Pub: The Fat Walrus","nightlife",c(-0.0341377, 51.4739762)
"2258","Pub: Royal George","nightlife",c(-0.1316519, 51.5283012)
"2259","Pub: Punch & Judy","nightlife",c(-0.1230419, 51.5118249)
"2260","Pub: The Duchess of Cambridge","nightlife",c(-0.2437812, 51.4985769)
"2261","Pub: Fox and Hounds","nightlife",c(-0.1549035, 51.4910922)
"2262","Pub: The Beer House","nightlife",c(-0.124333, 51.508056)
"2263","Pub: The Henry Addington","nightlife",c(-0.0225861, 51.5042929)
"2264","Pub: The Admiralty","nightlife",c(-0.128886, 51.5072749)
"2265","Pub: The Spotted Horse","nightlife",c(-0.216431, 51.462578)
"2266","Pub: The Hercules","nightlife",c(-0.1125025, 51.4981906)
"2267","Pub: Spit and Sawdust","nightlife",c(-0.0887005, 51.4948102)
"2268","Pub: The Monument","nightlife",c(-0.0862828, 51.5100863)
"2269","Pub: The Britannia","nightlife",c(-0.085924, 51.5099446)
"2270","Pub: Clinks Bar","nightlife",c(-0.0952802, 51.5053968)
"2271","Pub: The Ranelagh","nightlife",c(-0.127275, 51.6087405)
"2272","Pub: Sports Bar & Grill","nightlife",c(-0.1033955, 51.5204548)
"2273","Pub: The Barge Pole","nightlife",c(0.1216618, 51.4956547)
